0,131,0.5893190686672406
0,135,0.25046589357421395
0,159,0.10696281527222742
0,420,0.29506464756302841
0,708,0.18443975681039482
0,973,0.2275317169176948
0,1008,0.27068692922793736
0,1014,0.21547176267760279
0,1020,0.097512438277737187
0,1087,0.38210485749867773
0,1236,0.5916367647374523
0,1322,0.4345124081870303
0,1375,1
0,1380,0.14297030794647894
0,1505,0.13371451224814748
0,1562,0.78134386198514805
0,1633,1
0,1648,0.90964861545330966
0,1678,0.18300769793749855
0,1852,0.11350369446782571
0,1921,0.27838745321874075
0,1952,0.23641767514508191
1,40,0.37135785624470147
1,123,0.073133100280615745
1,206,0.27434943501283915
1,399,0.27513807645193611
1,479,0.60117473283646183
1,491,0.21624407269471818
1,636,0.076787795326439701
1,652,1
1,772,0.21224305650496539
1,880,0.18210554796171072
1,1063,0.042630075747344211
1,1275,0.083957140965194271
1,1280,0.78539750024369293
1,1374,0.16257966753635397
1,1526,1
1,1867,0.018465349995141545
1,1873,0.080857739303708848
2,31,0.085388910562008979
2,62,0.34228560024158972
2,215,0.062193533799740471
2,411,0.15140504141041927
2,419,0.50645527483681918
2,456,0.084363302618097866
2,503,0.032410972510838992
2,568,0.43683776055938361
2,618,0.99999999999999989
2,717,0.21097211936629373
2,829,0.22477457980151055
2,838,0.37403427489989038
2,865,0.32829881438641939
2,982,0.4803307999578334
2,1092,0.41720609479838056
2,1122,0.27997274430694863
2,1303,1
2,1330,1
2,1532,0.13232044245793548
2,1568,0.03275149617294535
2,1651,0.3471805363277064
2,1700,1
2,1737,0.2596977445911085
2,1781,0.17515202746938718
2,1793,0.22261367685921182
2,1928,0.19330814976922625
3,63,0.5141967582818765
3,93,0.66863999411605179
3,226,0.99999999999999989
3,252,0.4531847616115976
3,288,0.31087364352464764
3,321,0.58531536842997434
3,394,0.40196507526086522
3,527,0.31339009790943162
3,646,0.41312268580983452
3,711,0.2586532169637431
3,1010,0.15257258991267403
3,1040,0.025740849106885871
3,1149,1
3,1367,0.11264063418504813
3,1451,0.55869039253009112
3,1505,0.12073392277426204
3,1593,1
3,1860,0.48923448313959522
3,1876,0.20065128307153893
4,125,0.24209268459851929
4,434,0.44984392686868196
4,455,0.19756476739343051
4,523,0.1524381962122591
4,530,0.21682336212721096
4,622,0.37443544510315296
4,651,0.13561687890787899
4,668,0.094534848012924957
4,992,0.29996285884594581
4,1081,0.17856505729612834
4,1356,1
4,1497,0.16236358889803001
4,1548,0.12043963400641859
4,1736,0.4997585498887856
4,1774,0.60724045902416912
4,1827,0.12933942623002589
5,117,0.056073193552119656
5,196,1
5,239,0.28717274192902276
5,266,0.23621775924842803
5,303,0.99999999999999989
5,306,0.033349000073962395
5,482,0.30666684010797651
5,484,0.18078821013827928
5,542,0.47625549162306224
5,758,0.61563115886642317
5,859,0.24194676997441461
5,879,0.65747714813814673
5,916,0.1688402672358939
5,936,0.25915282880251245
5,981,0.10628102821894926
5,1108,0.10829360490325192
5,1227,0.31152584564650454
5,1302,0.059762275003205703
5,1345,0.99999999999999989
5,1441,0.049115323757403483
5,1599,0.12740288432632391
5,1683,0.85482486165638261
5,1686,0.15723343838012208
5,1722,0.15539919167556088
5,1782,0.21957905982637616
5,1792,0.16714015353042033
5,1973,0.24859577915536316
5,1981,0.43236921283865026
6,78,0.1744138632564087
6,79,0.1999072547929226
6,399,0.16653013662329225
6,426,0.18274304793071058
6,491,0.19613792208965788
6,549,0.24425877664956527
6,677,1
6,994,0.39914005572390832
6,1076,0.2164019899637683
6,1128,0.048510446086206416
6,1186,0.59962379907565844
6,1194,0.13143255765209541
6,1266,0.28530886231906682
6,1275,0.22092918924313013
6,1374,0.2358026187123789
6,1526,0.1388232248915654
7,136,0.10817839889552544
7,250,0.23795686271305433
7,338,0.45260750757807194
7,354,0.062692080496844854
7,405,0.60086449825238297
7,448,0.591516439938086
7,467,0.29336436031533747
7,1054,0.61468428310968792
7,1167,0.064520060494479586
7,1309,0.17353063550043371
7,1403,0.22118102209623197
7,1656,1
7,1708,0.083159699471196974
